county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84
"Nassau County, New York",49312.0,2209.0,0.04479639844256976,1022557,1356564,225581,824425,151236,1543,125198,190,7143,21248,1356564,659405,697159,74241,81701,84014,89088,86910,155654,162600,198721,101140,90331,125844,66469,39851,41.6,284.59,0.07,1346651,1282018,1088410,372118,64633,445517,12755,9462,21675,22061,31411,52069,51197,87513,61971,95403,111240,146552,49211,77517,60976,4.479639844256977,3.63506624088506,75.37845615835302,4766.731086826663,3,43892,53472,200630,149484,97364,103266,30124,532139,734208,516036,106320,1124400,232164,571608,462461,282644,0.1662885053709224,0.6077302655827517,0.11148460374888321,0.0011374325133204184,0.09229052223116639,0.0001400597391645363,0.005265509036064646,0.01566310177772667,0.48608469633574236,0.5139153036642576,0.05472723734375968,0.06022642499727252,0.06193146803247027,0.06567180022468531,0.06406627331994658,0.11474136126271964,0.11986165046396631,0.1464884811921885,0.07455601062684843,0.06658808578143015,0.09276672534432581,0.04899805685540822,0.029376424554978606,0.9520046396579366,0.047995360342063385,0.02862965947427371,0.02123824680090771,0.04865134214855999,0.04951775128670735,0.07050460476255677,0.11687320573625698,0.11491592913401734,0.1964302147841721,0.1390990691713223,0.21413997670122575,0.0985192484237414,0.12002235604926412,0.45033073934327983,0.3355292839554944,0.21854160447300552,0.2317891348702743,0.022206103066276267,0.3922697344172483,0.5412262156448203,0.38039930294479285,0.07837448141038683,0.8288587932452873,0.17114120675471264,0.42136456518085397,0.34090614228300326,0.20835286798116417
"New York County, New York",35723.0,23963.0,0.6708003247207681,1380309,1632480,423683,765564,203849,1891,194346,524,5961,36662,1632480,772144,860336,79897,62983,59051,68706,114772,366556,234534,203826,94082,90711,141583,76731,39048,37.3,22.656999999999996,0.066,1621687,1527908,1115716,551702,93779,758133,62522,42637,57335,46134,57126,89879,71877,106351,62992,161280,82459,152002,72832,89939,73418,67.08003247207682,2.188265706164853,84.55288885621877,72051.90448867898,2,162494,103260,427510,169343,265754,161756,45038,866916,986499,530202,115779,1375118,257362,751965,532442,309025,0.2595333480348917,0.46895765951190826,0.12487074879937274,0.0011583602861903362,0.11904954425169068,0.0003209840243065765,0.003651499558953249,0.022457855532686463,0.47298833676369695,0.527011663236303,0.04894210036263844,0.03858117710477311,0.03617257179261002,0.04208688620993825,0.07030530236205038,0.22453935117122414,0.1436673037341958,0.12485665980593944,0.05763133392139567,0.05556637753601882,0.08672878075075958,0.04700271978829756,0.02391943546015878,0.9421719481009591,0.05782805189904094,0.08246837955873178,0.0562394724936126,0.07562657211861243,0.06085211961489607,0.07535089489575048,0.11855307709860935,0.09480790309879665,0.14028013554349963,0.08308832355272755,0.21273312202476347,0.2143344241709568,0.13620301451064654,0.5638984188790094,0.22336845909622718,0.35053743868160336,0.21336098019740599,0.027588699402136627,0.5310423404880917,0.6042946927374302,0.3247831520141135,0.07092215524845634,0.8423490640007841,0.15765093599921592,0.46062738900323436,0.32615529746153094,0.18929787807507595
"Niagara County, New York",2041.0,90.0,0.04409603135717785,121943,211704,6054,181515,14890,2184,2263,75,368,4355,211704,103127,108577,11078,10904,12945,13069,13101,25881,23528,29830,16305,16663,21648,11123,5629,43.2,522.3530000000002,0.11800000000000001,209648,202132,152005,84909,7516,88211,5594,5031,9536,8673,12452,15648,11414,12723,4569,2571,54085,69983,29824,52595,40711,4.409603135717785,0.9640819257075918,57.600706647016594,405.28914354851975,1,20161,21125,68348,17292,41286,27062,6982,30189,110506,84446,16752,173304,38400,86978,69663,49434,0.028596531005554926,0.8573999546536674,0.07033405131693307,0.010316290669992064,0.01068945319880588,0.0003542682235574198,0.0017382760835884063,0.020571174847900844,0.48712825454408043,0.5128717454559196,0.052327778407587955,0.05150587612893474,0.061146695386010655,0.06173241884895892,0.06188357329101009,0.12225087858519443,0.11113630351811964,0.1409042814495711,0.07701791180138307,0.07870895212183047,0.10225598004761365,0.052540339341722406,0.02658901107206288,0.9641494314279173,0.03585056857208273,0.06341612724036685,0.057033703279636326,0.10810443142011768,0.09832107106823412,0.14116153314212512,0.17739284216254209,0.12939429322873564,0.14423371234880003,0.05179626123726066,0.029146024872181472,0.22855426194012085,0.23948260421035925,0.7748240015417578,0.1960299735860607,0.4680368661504801,0.3067871353912777,0.032980009825038736,0.1426000453463326,0.5219835241658164,0.3988871254203983,0.07912935041378528,0.8186146695386011,0.18138533046139893,0.4108472206476968,0.3290584967690738,0.23350527151116654
"Oneida County, New York",2681.0,127.0,0.0473703841850056,206811,230782,12892,190102,13748,430,9134,63,163,4250,230782,115089,115693,13161,13707,13704,15093,15838,28516,25448,31594,16735,15336,22639,12246,6765,41.2,1212.3310000000001,0.122,223217,213820,148972,99834,9397,90014,5779,5431,9667,9565,11517,17365,11767,11766,4114,3043,53844,70759,28548,48900,40004,4.7370384185005605,1.1617023858013191,89.61314140617554,190.36220306170515,1,20877,21082,71091,15880,41959,29132,4906,40680,125467,86304,19011,189132,41650,100019,73777,50221,0.05586224228926,0.8237297536202997,0.059571370384172075,0.0018632302345936858,0.03957847665762494,0.0002729848948358191,0.0007062942517180716,0.018415647667495733,0.4986914057422156,0.5013085942577844,0.05702784445927325,0.05939371354785035,0.059380714267143885,0.06539938123423837,0.06862753594301116,0.12356249620854312,0.11026856513939562,0.13689975821337885,0.07251432087424496,0.06645232297146225,0.09809690530457314,0.05306306384380064,0.029313377993084384,0.9579019519122648,0.042098048087735256,0.06420112426955807,0.06033505899082365,0.10739440531472882,0.10626124825027218,0.1279467638367365,0.19291443553225054,0.13072410958295377,0.1307130001999689,0.04570400159975115,0.03380585242295643,0.23193058857511054,0.2342080120870087,0.7897771457773235,0.17641700179972003,0.4661386006621192,0.3236385451152043,0.021258157048643308,0.17627024637970032,0.5436602507994558,0.37396330736365924,0.08237644183688503,0.8195266528585419,0.18047334714145818,0.43339168566006014,0.3196826442270194,0.21761229211983604
"Onondaga County, New York",5309.0,185.0,0.034846487097381806,333823,464242,22258,357879,50528,2274,17080,105,810,13308,464242,223995,240247,26583,27226,28145,34190,32440,61565,51694,63081,33947,30336,41656,21386,11993,39.0,778.387,0.1,459222,440428,340165,171533,18794,185624,12558,9080,17147,16962,23246,33045,23948,28866,11293,9479,59225,79427,32678,54729,45810,3.4846487097381806,1.1435845959650357,71.90710879239705,596.4154077598932,1,38785,40208,135986,40159,78993,56993,16497,106363,261843,169020,33379,389207,75035,210149,148722,93378,0.04794482188169102,0.7708888898462439,0.10883978614601868,0.004898307348322642,0.03679115633656584,0.0002261751414133146,0.0017447796623312841,0.028666083637413246,0.4824961981035753,0.5175038018964248,0.057261083658953736,0.05864613714398956,0.06062570814359752,0.07364693414210692,0.06987734845188501,0.1326140245820068,0.11135140724018938,0.1358795628142219,0.07312350024340754,0.06534522942775535,0.0897290637210765,0.04606649118347758,0.02583350924733221,0.9590742603795115,0.040925739620488566,0.06765288971253718,0.04891608843684006,0.09237490841701504,0.09137827005128647,0.12523165107960177,0.1780211610567599,0.129013489634961,0.15550790846011292,0.060838038184717495,0.051065594966168165,0.2089438865663923,0.21660992113088826,0.7325884583890014,0.21634594664483042,0.4255538076972805,0.3070346506917209,0.035535345789480484,0.22911111015375601,0.5640226433627289,0.3640773562064613,0.0719000004308098,0.8383709358481137,0.1616290641518863,0.4526712361225395,0.3203544702978188,0.20114078433230945
"Ontario County, New York",644.0,29.0,0.04503105590062112,65976,109472,5058,98548,2503,224,1455,37,219,1428,109472,53704,55768,5507,5890,6898,7426,7017,11845,11886,15906,8413,8114,12102,5708,2760,43.5,644.044,0.087,108574,104239,82573,39689,4335,44286,1802,1633,4030,4051,6177,7912,6321,7469,2354,2537,63359,84783,35121,53693,42401,4.503105590062113,0.5882782812043262,60.267465653317736,169.9759643751048,1,7465,10228,31926,9823,17693,14233,1908,10924,56469,44535,8468,88902,20570,44583,36205,25924,0.04620359543992984,0.9002119263373283,0.022864294066062555,0.0020461853259280912,0.013291069862613272,0.00033798596901490793,0.002000511546331482,0.01304443145279158,0.4905729318912599,0.5094270681087402,0.05030510084770535,0.05380371236480561,0.06301154633148202,0.06783469745688395,0.06409858228588132,0.10820118386436714,0.10857570885705933,0.14529742765273312,0.07685070154925461,0.07411940952937737,0.11054881613563286,0.05214118678748904,0.025211926337328265,0.9600733140530883,0.03992668594691178,0.04069006006412862,0.03687395565189902,0.09099941290701351,0.09147360339610712,0.13947974529196586,0.17865691189089103,0.14273133721717923,0.16865375062096374,0.053154495777446596,0.057286727182405274,0.16856342862304113,0.230953348688073,0.7209050264191844,0.22180824639841032,0.3995167773111141,0.3213882491080703,0.017429114294066062,0.09978807366267173,0.5158305320081847,0.40681635486699796,0.07735311312481731,0.8120980707395499,0.18790192926045016,0.4072548231511254,0.33072383805904704,0.23680941245249926
"Orange County, New York",13457.0,419.0,0.031136211637066213,209293,378227,75705,245605,37246,815,9913,120,1546,7277,378227,189484,188743,24852,26573,28230,28880,28774,43203,45245,54577,25389,22052,29805,14068,6579,36.9,812.321,0.083,369400,350053,265785,128838,19347,126776,5905,5003,9478,9309,13065,19300,16281,24772,12577,11086,76716,96483,33472,60290,50266,3.1136211637066213,3.5579162777908504,55.335288067747676,465.61273191263064,3,20386,22374,78341,37349,42760,35581,9758,132622,225757,131823,20647,327775,50452,180512,125211,65925,0.20015757732790096,0.6493587184415708,0.09847525427851528,0.002154790641598828,0.026209128380575687,0.0003172697877200729,0.004087492431793605,0.01923976871032475,0.5009795704695857,0.49902042953041426,0.06570657303682709,0.07025675057571247,0.07463771756114713,0.07635626224463087,0.07607600726547814,0.11422505532391923,0.1196239295449558,0.1442969433699868,0.06712635533687442,0.05830361132335873,0.0788018835249731,0.03719459478038321,0.017394316111752996,0.9476258798050894,0.05237412019491067,0.046578216697166656,0.03946330535748091,0.07476178456490187,0.0734287246797501,0.10305578342904019,0.15223701646999432,0.12842336088849624,0.19539976020697924,0.09920647441156055,0.0874455732946299,0.16080330661954945,0.1764845081087903,0.6179481920868303,0.2946062346185398,0.33728781472833974,0.2806603773584906,0.02579932157143726,0.3506412815584292,0.5968822955526708,0.34852879355519306,0.0545889108921362,0.8666092055828907,0.1333907944171093,0.47725836600771493,0.33104722825181704,0.17430008962871504
"Orleans County, New York",393.0,55.0,0.13994910941475827,19929,41175,1961,35622,2457,151,296,21,9,658,41175,20539,20636,2113,2323,2136,2523,2448,5491,4607,6296,3417,2877,4047,2118,779,43.2,391.26300000000003,0.135,38540,36413,25802,17120,2127,16333,812,849,1787,1837,2605,3536,1913,2133,536,325,51843,64365,25261,48363,38243,13.994910941475828,0.9544626593806924,48.400728597449906,105.23611995000807,1,3448,4442,13339,2669,7890,5449,839,5553,21641,16637,2897,34231,6944,17034,14320,9042,0.04762598664238008,0.8651366120218579,0.05967213114754098,0.0036672738312082576,0.00718882817243473,0.0005100182149362477,0.0002185792349726776,0.015980570734669096,0.4988221007893139,0.5011778992106861,0.051317547055251975,0.05641772920461445,0.05187613843351548,0.06127504553734062,0.059453551912568306,0.13335761991499698,0.1118882817243473,0.1529083181542198,0.08298724954462659,0.06987249544626593,0.09828779599271402,0.05143897996357013,0.018919247115968426,0.9448105864037364,0.05518941359626362,0.04971530031225127,0.051980652666380946,0.10941039613053327,0.11247168309557339,0.15949305087858937,0.21649421416763606,0.11712483928243433,0.1305945019286108,0.0328169962652299,0.01989836527276067,0.21110634910916548,0.27196473397416276,0.8166901365333986,0.16341149819384068,0.48307108308332825,0.3336190534500704,0.020376442015786277,0.13486338797814207,0.5255859137826351,0.4040558591378264,0.07035822707953855,0.8313539769277474,0.16864602307225257,0.4136976320582878,0.3477838494231937,0.2195992714025501
"Oswego County, New York",616.0,4.0,0.006493506493506494,64166,119104,2995,112214,1106,166,767,7,47,1802,119104,59648,59456,6521,7073,7165,9240,8956,14223,13043,17428,9240,7977,11018,5079,2141,40.0,951.6439999999999,0.095,118412,112456,77219,51421,5956,46032,3159,2357,4364,4716,6954,8699,6052,6649,1752,1330,53597,68539,27217,50835,38576,0.6493506493506493,0.5171950564212789,53.873925308973675,125.15604574819996,1,9880,11670,36301,8401,21550,14751,2022,6890,66221,45663,7220,100866,18238,53178,39711,24074,0.025146090811391724,0.9421513970983342,0.009286002149382053,0.0013937399247716282,0.006439750134336378,5.877216550241806e-05,0.00039461311123052125,0.015129634605051049,0.5008060182697475,0.49919398173025253,0.05475047017732402,0.059385075228371845,0.06015750940354648,0.07757925846319183,0.0751947877485223,0.11941664427727028,0.10950933637829124,0.14632590005373455,0.07757925846319183,0.06697508060182697,0.09250738850080602,0.0426434040838259,0.017975886620096724,0.949701043813127,0.05029895618687295,0.06862617309697602,0.05120351060132082,0.09480361487660757,0.1024504692387904,0.15106882168925964,0.18897723322905804,0.13147375738616615,0.14444299617657283,0.038060479666319084,0.02889294403892944,0.2146332985749044,0.25351929092805003,0.7886035801181787,0.1825034758428919,0.46815258950295446,0.3204509906152242,0.016976759806555615,0.05784860290166577,0.555993081676518,0.38338762761955936,0.06061929070392262,0.8468733207952713,0.15312667920472864,0.44648374529822676,0.33341449489521763,0.2021258731864589
"Otsego County, New York",390.0,4.0,0.010256410256410256,34827,60244,2175,54982,1071,49,816,5,121,1025,60244,29127,31117,2552,2675,2771,5692,6647,5817,5600,7530,4505,4434,6842,3686,1493,42.0,1001.727,0.076,59581,56178,42364,23845,3403,23556,1621,1223,2427,2468,3329,4763,2828,3183,1031,683,53121,68791,27680,44133,38640,1.0256410256410255,0.6473673726844167,57.8099063807184,60.14013798170559,1,5271,5797,18659,4214,11068,7591,1200,5262,31754,23311,5179,48223,12021,26154,17635,14962,0.036103180399707856,0.9126552021778103,0.01777770400371821,0.000813359006706062,0.013544917336166256,8.299581701082266e-05,0.002008498771661908,0.017014142487218643,0.48348383241484627,0.5165161675851537,0.04236106500232388,0.04440276210079012,0.04599628178739792,0.09448243808512051,0.11033463913418763,0.09655733351039107,0.09295531505212137,0.12499170041829892,0.07477923112675121,0.07360069052519753,0.11357147599760972,0.06118451630037846,0.024782550959431646,0.9428844765948876,0.05711552340511237,0.06881473934454067,0.051918831720156225,0.10303107488537952,0.10477160808286635,0.14132280523009,0.2021990151129224,0.12005433859738496,0.13512480896586856,0.043768042112412975,0.02899473594837833,0.22376464595007642,0.24609441331295637,0.7921124129733401,0.17889285107828154,0.4698590592630328,0.32225335371030733,0.019918996082597437,0.08734479782218976,0.5270898346723325,0.38694309806785737,0.08596706725981011,0.8004614567425802,0.19953854325741982,0.43413451962021116,0.2927262465971715,0.2483566828231857
"Putnam County, New York",1794.0,63.0,0.03511705685618729,59517,99070,14195,78745,2548,66,1995,24,241,1256,99070,49296,49774,4418,5263,6389,6529,6173,10422,11647,16845,7845,7486,9844,4502,1707,44.1,230.32,0.055999999999999994,98561,94015,80266,27059,4546,34847,654,741,1844,1835,2587,4916,4412,7615,4529,5714,102186,127975,45905,72344,58323,3.5117056856187285,1.810840819622489,60.075704047643086,430.14067384508513,1,3239,4422,16989,12144,7661,9328,1587,20325,50841,42020,6209,83017,16053,39194,36337,21832,0.14328252750580397,0.7948420308872515,0.025719188452609267,0.0006661956192591098,0.020137276673059454,0.0002422529524578581,0.0024326233975976584,0.01267790451196124,0.4975875643484405,0.5024124356515595,0.044594730998284045,0.05312405369940446,0.06448975471888564,0.06590289694155647,0.062309478146764914,0.10519834460482487,0.11756333905319472,0.17003129100635914,0.07918643383466235,0.07556273342081357,0.09936408599979812,0.045442616331886544,0.017230241243565154,0.9538762796643703,0.04612372033562971,0.01876775619135076,0.0212643843085488,0.05291703733463426,0.052658765460441355,0.0742388153930037,0.14107383705914425,0.12661061210434182,0.21852670244210406,0.12996814646884955,0.16397394323758144,0.09294917783453382,0.12689758085344505,0.487531207851465,0.3484948489109536,0.21984675868797887,0.2676844491634861,0.016018976481275867,0.20515796911274856,0.5131825981629151,0.42414454426163317,0.0626728575754517,0.8379630564247502,0.16203694357524984,0.3956192591097204,0.3667810638942162,0.22036943575249823
"Queens County, New York",76220.0,5137.0,0.06739700865914458,1483189,2298513,643563,581373,396320,5388,576353,799,44832,49885,2298513,1114654,1183859,144790,123406,124069,118190,141802,372909,320326,318272,156633,137460,189763,103751,47142,38.7,108.77799999999999,0.102,2283272,2042742,1321219,917002,240530,779234,45630,33236,67706,67074,90643,134092,101438,127283,61120,51012,64987,85330,30289,48816,46633,6.739700865914457,3.316056946382292,64.52819714310948,21130.311276177166,3,146572,157717,539819,188403,304289,235530,100904,1717140,1345492,802128,150893,1957857,340656,1025166,795231,430974,0.27999102028137324,0.2529343971515497,0.1724245196785922,0.002344124222921515,0.2507503764390282,0.0003476160456782276,0.019504784180032916,0.021703162000824013,0.4849457018515884,0.5150542981484116,0.06299290019242876,0.05368949403375139,0.05397794139080353,0.05142020079938638,0.061692929298202796,0.16223923902105405,0.13936227465322146,0.13846865342941284,0.06814536180565435,0.059803881901037755,0.08255902838052254,0.04513831333562177,0.020509781758902387,0.8946555644706369,0.10534443552936312,0.05855750647430682,0.04265214300197373,0.08688789246875778,0.08607683956295542,0.11632320971620848,0.17208181367856126,0.1301765580043992,0.16334374526778864,0.07843600253582364,0.06546428928922506,0.18809754194503833,0.20240004927916388,0.6927559629071627,0.24177974780361228,0.39049759122420225,0.30225837168296044,0.043899686449456674,0.7470656028484502,0.5853749793888483,0.3489769255166275,0.06564809509452416,0.8517928765249533,0.1482071234750467,0.44601270473562693,0.34597628988828866,0.18750122361718208
"Rensselaer County, New York",1080.0,42.0,0.03888888888888889,98880,159431,7650,133232,9399,81,4113,0,281,4675,159431,78611,80820,8479,8731,8858,11152,11129,21941,18554,22129,11599,11320,15092,6997,3450,39.9,652.455,0.08800000000000001,157677,150973,119360,55380,6704,64563,3267,2725,5127,5956,7780,11640,9127,11182,4465,3294,65851,82570,34280,54936,48651,3.888888888888889,0.677409035883862,62.020560618700245,244.35554942486453,1,11119,13736,45622,15647,24855,20767,5037,26199,88844,60140,10447,133892,25539,70290,52282,33409,0.04798314004177356,0.8356718580451732,0.058953403039559434,0.0005080567769128965,0.025797994116577076,0.0,0.001762517954475604,0.029323030025528284,0.4930722381469099,0.5069277618530901,0.05318288162277098,0.05476350270649999,0.05556008555425231,0.06994875526089657,0.06980449222547686,0.13762066348451682,0.11637636344249236,0.13879985699142575,0.07275247599274921,0.07100250265004923,0.0946616404588819,0.043887324297031315,0.0216394553129567,0.9574827019793629,0.042517298020637126,0.05060173783746109,0.042206836733113394,0.07941080804795317,0.09225097966327463,0.12050245496646686,0.1802890200269504,0.14136579774793612,0.17319517370630236,0.06915725725260598,0.05101993401793597,0.17221938261852765,0.2127534346297415,0.7066276350231557,0.24235243095890835,0.38497281724826915,0.3216548177748865,0.031593604756916784,0.16432814195482684,0.5572567442969059,0.3772164760931061,0.06552677960998803,0.8398115799311301,0.1601884200688699,0.4408803808544135,0.32792869642666733,0.20955146740596245
"Richmond County, New York",17048.0,761.0,0.04463866729235101,357803,474101,86976,292360,43906,595,40946,132,1026,8160,474101,229424,244677,27356,28745,29866,29314,30067,63250,60147,67646,33117,31268,43118,21406,8801,40.0,57.519,0.098,469981,446828,336817,157470,23153,166152,13395,6336,11416,10704,14540,22758,20844,31501,18179,16479,79267,98841,34987,67778,53862,4.463866729235101,3.5958582664875207,75.46978386461956,8242.511170222015,3,31147,25244,99993,49680,56391,43602,9913,181741,268745,175149,30207,400776,73325,208598,160910,95792,0.1834545803531315,0.616661850533958,0.09260895885054028,0.001255006844533127,0.0863655634558881,0.00027842168651827354,0.002164095836119308,0.017211522439311455,0.48391376521036655,0.5160862347896334,0.05770078527571129,0.06063054074975585,0.06299501582996028,0.06183070695906569,0.06341897612534038,0.13341039145667274,0.12686537256829242,0.1426826773198116,0.06985220448807322,0.06595219162161649,0.09094686575223423,0.04515071683038002,0.0185635550230858,0.950736306361321,0.04926369363867901,0.08061895132168136,0.03813375704174491,0.06870817083152776,0.0644229380326448,0.08751023159516587,0.1369709663440705,0.1254513939043767,0.1895914584236121,0.10941186383552409,0.09918026866965189,0.18746087919495402,0.15193316962781067,0.6018164090712119,0.29900332225913623,0.3393940488227647,0.26242236024844723,0.020909046806482163,0.38333814946604206,0.5668517889647986,0.36943393918173556,0.06371427185346583,0.8453388623942999,0.15466113760570005,0.4399864163965062,0.3394002543761772,0.20204977420423073
"Rockland County, New York",17685.0,512.0,0.028951088493073224,225139,323686,56383,204842,36781,382,19077,20,1215,4986,323686,158667,165019,25068,25410,24524,23601,21574,37212,35804,41687,21411,17750,27200,15112,7333,36.1,173.43599999999995,0.07400000000000001,321618,302011,208947,131836,19607,100005,3638,3244,7271,6399,8939,13196,11381,18193,11460,16284,91108,119472,38076,68626,57413,2.8951088493073223,5.4636283311604465,69.55475368103656,1866.313798749972,3,14153,15338,54068,29653,29491,24577,6603,118844,193193,108048,22445,274041,49645,157389,98902,60062,0.1741904191098781,0.6328417046149664,0.1136317295156417,0.0011801560771859147,0.05893674734155941,6.178827629245627e-05,0.0037536377847667184,0.015403817279709348,0.49018802172475795,0.509811978275242,0.0774454255049647,0.0785020050295657,0.07576478438980988,0.07291325543891303,0.06665101363667257,0.11496326686974413,0.11061337221875521,0.12878839369018122,0.06614743918488906,0.05483709520955494,0.08403205575774053,0.04668722156657996,0.022654671502629092,0.939036372342344,0.06096362765765598,0.036378181090945455,0.032438378081095946,0.07270636468176592,0.06398680065996701,0.08938553072346382,0.1319534023298835,0.11380430978451077,0.18192090395480226,0.11459427028648568,0.16283185840707964,0.1415229238538073,0.15337233138343082,0.5406529673516324,0.2965151742412879,0.29489525523723814,0.2457577121143943,0.020399399417954437,0.36715829538503364,0.5968531230884252,0.33380498384236573,0.06934189306920904,0.8466260511730505,0.15337394882694957,0.48623975086967,0.3055492050938255,0.1855563725338754
"Saratoga County, New York",1308.0,15.0,0.01146788990825688,133855,227377,7059,206104,3489,423,6453,21,313,3515,227377,112468,114909,11778,13349,12969,14488,13300,26831,28533,35002,17270,15120,23450,10870,4417,42.6,809.9960000000003,0.076,224396,216436,184834,66236,7960,93876,2888,2457,6036,6069,10005,16029,13909,19710,8826,7947,80839,100650,41709,68003,51573,1.146788990825688,0.5752560725139305,58.869190815253965,280.7137319196637,1,11381,16074,57393,28536,27455,29938,4272,21273,121248,90842,15287,188640,38737,92715,80805,49440,0.031045356390488044,0.9064417245367825,0.01534455991591058,0.0018603464730381702,0.028380179173795064,9.235762632104391e-05,0.0013765684304041306,0.015458907453260444,0.49463226271786503,0.5053677372821349,0.05179943441948834,0.05870866446474358,0.057037431226553255,0.06371796619710876,0.05849316333666114,0.11800226056285376,0.12548762627706408,0.15393817316615138,0.0759531526935442,0.06649749095115161,0.1031326827251657,0.04780606657665463,0.019425887402859568,0.9645269969161661,0.035473003083833936,0.030763986535429715,0.026172823724913717,0.06429758404704078,0.06464911159401764,0.10657676083343985,0.17074651668157995,0.1481635348757936,0.20995781669436278,0.0940176402914483,0.08465422472197366,0.12123439430738421,0.1712258724274575,0.6113703182922152,0.3039754569858111,0.2924602667348417,0.31891005155737356,0.01878817998302379,0.09355827546321747,0.5332465464844729,0.3995214995360129,0.0672319539795142,0.8296353632953201,0.17036463670467988,0.40775892020740884,0.35537895213675963,0.21743624025297192
