county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84
"Schenectady County, New York",1546.0,48.0,0.03104786545924968,109760,154883,10707,113649,14824,319,6967,66,3064,5287,154883,75453,79430,9017,8893,9757,9883,10373,19968,18915,21250,11243,10069,13688,7303,4524,39.9,204.58,0.102,153101,145775,108669,58674,7326,53295,2687,2811,4842,4677,6347,9241,7403,9089,3613,2585,63785,80867,31412,53370,44689,3.104786545924968,0.9981728143179044,70.8663959246657,757.0779157297877,1,10340,11024,38008,12702,21364,16644,8736,41234,86806,56250,11827,129368,25515,67891,51408,31060,0.0691296010536986,0.7337732352808248,0.09571095601195741,0.002059619196425689,0.044982341509397415,0.00042612810960531496,0.019782674664101288,0.0341354441739894,0.4871612765765126,0.5128387234234874,0.05821813885319887,0.05741753452606161,0.06299593886998574,0.06380945617014133,0.06697313455963534,0.1289231226151353,0.12212444232097777,0.1372003383198931,0.07259027782261449,0.06501036266084723,0.08837638733753866,0.04715172097647902,0.02920914496749159,0.9521492348188451,0.04785076518115492,0.05041748756919036,0.0527441598649029,0.09085280045032366,0.08775682521812553,0.11909184726522187,0.1733933764893517,0.13890608875128999,0.1705413265784783,0.06779247584201145,0.048503611971104234,0.19401444788441694,0.2068486724833474,0.7131625856084061,0.23833380242048974,0.40086312036776434,0.3122994652406417,0.05640386614412169,0.2662267647191751,0.5604617679151359,0.36317736614089347,0.07636086594397061,0.8352627467184908,0.16473725328150926,0.43833732559415817,0.33191505846348535,0.2005384709748649
"Schoharie County, New York",109.0,2.0,0.01834862385321101,12518,31364,972,29308,472,49,271,0,1,291,31364,15620,15744,1350,1610,1609,2504,2081,3247,3238,4401,2636,2329,3770,1862,727,45.1,621.819,0.09699999999999999,31286,29976,22230,13339,1310,12559,619,768,1265,1304,1851,2340,1722,1753,565,372,53989,68583,28712,50991,40124,1.834862385321101,0.3475322025251881,39.912001020278026,50.43911491929324,1,2652,3155,9869,2318,5807,4062,341,2056,15639,13136,2589,25005,6359,12401,10275,7961,0.030990945032521363,0.9344471368447902,0.015049100879989797,0.0015623007269480933,0.008640479530672108,0.0,3.188368830506313e-05,0.00927815329677337,0.4980232113250861,0.5019767886749139,0.043042979211835225,0.05133273817115164,0.051300854482846575,0.07983675551587807,0.06634995536283637,0.10352633592653998,0.10323938273179441,0.14032011223058283,0.08404540237214642,0.07425711006249203,0.120201504910088,0.059367427624027545,0.023179441397780894,0.9581282362718149,0.04187176372818513,0.0492873636436022,0.06115136555458237,0.10072457998248269,0.10382992276455132,0.14738434588741142,0.18632056692411816,0.13711282745441516,0.13958117684529023,0.044987658253045626,0.029620192690500837,0.21116330918066725,0.2512142686519627,0.7858109722111634,0.18456883509833585,0.46237757783263,0.3234333943785333,0.010872337712026527,0.06555286315520979,0.4986290014028823,0.4188241295753093,0.08254686902180844,0.7972516260681035,0.20274837393189643,0.39538961867108785,0.32760489733452364,0.25382604259660757
"Schuyler County, New York",116.0,2.0,0.017241379310344827,12437,17992,313,17133,162,31,107,0,10,236,17992,8979,9013,915,922,978,1042,935,2043,1909,2694,1554,1396,2131,1103,370,46.2,328.343,0.09,17804,16813,11802,7811,991,7304,361,394,983,645,1156,1293,1168,984,221,99,51479,63289,26484,49426,36906,1.7241379310344829,0.6447309915518008,69.12516674077368,54.796356249409904,1,1738,1801,6000,1205,3539,2461,277,859,8744,7775,1473,14388,3604,6835,6157,4630,0.017396620720320142,0.9522565584704313,0.009004001778568253,0.0017229879946642952,0.005947087594486439,0.0,0.0005558025789239662,0.013116940862605602,0.49905513561582926,0.5009448643841707,0.05085593597154291,0.05124499777678968,0.054357492218763896,0.05791462872387728,0.05196754112939084,0.1135504668741663,0.10610271231658515,0.14973321476211648,0.08637172076478435,0.07759004001778569,0.1184415295686972,0.061305024455313474,0.02056469542018675,0.9443383509323747,0.05566164906762525,0.0494249726177437,0.05394304490690033,0.13458378970427162,0.08830777656078861,0.15826944140197152,0.177026286966046,0.15991237677984665,0.13472070098576122,0.03025739320920044,0.01355421686746988,0.23795180722891565,0.24657721796276014,0.8214676889375685,0.16497809419496168,0.4845290251916758,0.33693866374589265,0.015395731436193863,0.0477434415295687,0.48599377501111607,0.43213650511338375,0.08186971987550022,0.7996887505558026,0.20031124944419743,0.3798910626945309,0.342207647843486,0.2573365940417964
"Seneca County, New York",140.0,2.0,0.014285714285714284,18649,34612,1158,30873,1617,135,242,0,8,579,34612,18096,16516,1897,1651,2095,1919,2247,4669,3865,4784,2896,2267,3673,1890,759,42.2,323.709,0.11199999999999999,31836,28764,22115,12653,3072,13522,688,622,1529,1525,1786,2820,1961,1726,484,381,54695,69516,27366,50004,37389,1.4285714285714284,0.4044839939905235,53.88015717092338,106.92319336193928,1,2839,3311,10931,2210,6150,4781,722,3739,18343,13620,2649,28290,6322,14478,11545,7830,0.03345660464578759,0.8919738818906737,0.04671790130590547,0.0039003813706229053,0.006991794753264764,0.0,0.00023113371085172773,0.016728302322893795,0.5228244539466081,0.4771755460533919,0.05480758118571594,0.04770021957702531,0.0605281405292962,0.05544319889055819,0.06491968103547903,0.1348954119958396,0.11166647405524095,0.13821795908933318,0.08367040332832544,0.06549751531260835,0.1061192649947995,0.054605339188720674,0.021928810817057668,0.9035054655107425,0.09649453448925745,0.05088004733027659,0.04599911255731401,0.11307498890696642,0.11277917467830202,0.13208105309865403,0.20854903120840113,0.14502292560272148,0.12764383966868806,0.03579352166839225,0.028176305280283982,0.209954148794557,0.24486022777695607,0.8083863333826357,0.1634373613370803,0.4548143765715131,0.35357195681112263,0.020859817404368427,0.10802611810932625,0.5299607072691552,0.3935051427250664,0.07653415000577835,0.8173465849994221,0.18265341500057783,0.41829423321391423,0.3335548364728996,0.2262221194961285
"St. Lawrence County, New York",386.0,4.0,0.010362694300518135,81874,109558,2532,100770,2429,828,1125,68,154,1652,109558,55780,53778,5814,6218,6563,9808,9299,12857,11838,14315,7798,7164,10269,5197,2418,38.9,2679.2690000000002,0.102,105917,99649,73039,43408,6268,41669,2613,2995,5256,4566,5641,7683,5480,5030,1370,1035,49305,63127,24473,50806,39305,1.0362694300518136,0.35232479599846656,74.73119261030688,40.891004225406256,1,10864,10207,34234,6400,21071,13163,2702,8788,62397,39546,7615,91674,17884,50559,33951,22630,0.02311104620383724,0.9197867796053232,0.02217090490881542,0.0075576407017287645,0.010268533562131473,0.0006206758064221691,0.0014056481498384418,0.015078771061903284,0.5091367129739499,0.49086328702605014,0.05306778144909546,0.05675532594607423,0.059904342905127875,0.08952335749100933,0.08487741652823162,0.11735336534073276,0.10805235582978878,0.13066138483725515,0.0711769108600011,0.06539002172365323,0.09373117435513609,0.04743606126435313,0.02207050146954125,0.9408215867141252,0.05917841328587479,0.06270848832465382,0.07187597494540306,0.12613693633156542,0.10957786363963617,0.13537641892054045,0.18438167462622093,0.13151263529242363,0.12071324005855671,0.03287815882310591,0.024838609037893877,0.26072139960162233,0.24495428256017662,0.8215699920804435,0.15359139888166262,0.5056756821617989,0.31589430991864453,0.02466273571989266,0.08021322039467679,0.5695339454900601,0.3609594917760456,0.06950656273389437,0.8367622629109696,0.16323773708903047,0.46148158966027125,0.30989065152704504,0.20655725734314245
"Steuben County, New York",962.0,69.0,0.07172557172557173,48976,96927,1571,90861,1472,102,1484,12,117,1308,96927,48397,48530,5413,6000,5906,6073,5466,11105,11141,13399,7743,6792,10163,5510,2216,42.6,1390.549,0.113,95781,90203,63935,41866,5578,40183,2398,2366,4407,4563,5780,7885,5076,5068,1471,1169,51789,68301,28600,48709,40110,7.172557172557172,0.9924995099404708,50.52874843954729,69.70412405460002,1,9171,10343,32475,6539,19514,12961,1539,6066,51104,38097,7726,79038,17889,39963,32283,22465,0.016208074117634922,0.9374168188430468,0.015186686888070403,0.0010523383577331394,0.015310491400744891,0.000123804512674487,0.0012070939985762482,0.013494691881519081,0.4993139166589289,0.5006860833410711,0.0558461522589165,0.06190225633724349,0.06093245432129334,0.06265540045601328,0.05639295552322882,0.11457075943751482,0.1149421729755383,0.1382380554437876,0.07988486180321273,0.07007335417375964,0.1048521051925676,0.056846905403035275,0.022862566673888595,0.9417629801317589,0.05823701986824109,0.059676977826444016,0.05888062115820123,0.10967324490456164,0.11355548366224523,0.1438419232013538,0.1962272602841998,0.12632207650001245,0.12612298733295174,0.03660752059328572,0.029091904536744394,0.2282308438892069,0.257397406863599,0.8081775875370182,0.16273050792623747,0.4856282507528059,0.3225493367842122,0.015877928750502954,0.06258318115695317,0.5272421513097486,0.39304837661332753,0.07970947207692387,0.8154384227305085,0.18456157726949146,0.4122999783342103,0.3330650902225386,0.2317723647693625
"Suffolk County, New York",48663.0,2019.0,0.04148942728561741,1034857,1487901,281315,1013391,108250,2145,56714,305,6011,19770,1487901,732269,755632,80227,85048,95973,99916,97917,172284,179030,231671,110693,96003,135037,71937,32165,41.3,911.7769999999999,0.077,1474764,1395088,1152258,439865,79676,487981,16865,12132,26774,27481,39863,66832,61792,99675,62648,73919,96675,123111,42204,68738,53560,4.1489427285617415,3.2705805023318084,69.55146881412136,1631.8694154382047,3,55771,67344,251739,162323,123115,128624,28231,474510,810395,573404,104102,1248762,239139,631365,521394,302977,0.18906835871472633,0.681087653009172,0.07275349636837397,0.0014416281728421448,0.03811678330749156,0.0002049867565113539,0.004039919322589339,0.013287174348293334,0.49214900722561516,0.5078509927743848,0.05391958201520128,0.0571597169435332,0.06450227535299728,0.067152317257667,0.06580881389285981,0.11578996183213802,0.12032386563353341,0.15570323563194058,0.0743954066836436,0.06452243798478528,0.09075671029188098,0.048347974764450054,0.021617701715369503,0.9459737286779444,0.0540262713220556,0.034560771833329576,0.024861623710759232,0.054866890309253846,0.05631571721030122,0.08168965594971936,0.13695615198132713,0.12662788100356367,0.2042600019263045,0.12838204766169176,0.1514792584137497,0.11428928585334265,0.13800537316002057,0.515878691998254,0.33264204958799626,0.25229465901336323,0.2635840329848908,0.018973708600236172,0.31891234699082804,0.54465653292793,0.3853777905922504,0.06996567647981956,0.8392776132282994,0.16072238677170053,0.4243326672943966,0.35042250794911756,0.2036271230411163
"Sullivan County, New York",1743.0,37.0,0.021227768215720026,36505,75211,11836,54110,5706,133,1176,0,323,1927,75211,38595,36616,4229,4274,4657,4698,4252,8917,8416,11044,6047,5125,8372,4029,1151,42.9,968.137,0.096,73075,68586,47405,33113,4489,27890,1695,1487,2982,2975,3728,4786,3815,3655,1620,1147,56256,74996,29292,50158,40738,2.1227768215720024,2.31748015582827,48.53678318331096,77.6863191882967,2,6164,6703,21468,5275,12867,8601,2383,21101,39443,30588,5180,61659,13552,31027,25507,17526,0.15737059738602066,0.7194426347209849,0.07586656207203733,0.0017683583518368323,0.015636010689925674,0.0,0.004294584568746593,0.02562125221044794,0.5131563202191168,0.4868436797808831,0.0562284772174283,0.05682679395301219,0.06191913416920397,0.062464267194958185,0.05653428354894896,0.11855978513781229,0.11189852548164497,0.14684022283974418,0.08040047333501749,0.06814162821927644,0.1113135046735185,0.053569291725944344,0.015303612503490181,0.9385699623674307,0.06143003763256928,0.0607744711366081,0.053316600932233775,0.10692004302617425,0.10666905700968089,0.13366798135532448,0.1716027249910362,0.1367873789888849,0.1310505557547508,0.058085335245607744,0.04112585155969882,0.22101111509501614,0.2403370383650054,0.7697382574399426,0.18913589100035855,0.4613481534600215,0.3083901039799211,0.031684195131031365,0.28055736527901504,0.5244312667030089,0.4066958290675566,0.06887290422943453,0.819813591097047,0.18018640890295304,0.4125327412213639,0.33913922165640664,0.2330244246187393
"Tioga County, New York",572.0,25.0,0.04370629370629369,29444,49045,927,46642,292,82,346,0,28,728,49045,24264,24781,2582,2792,3142,2968,2822,5168,5517,6911,4464,3244,5290,2928,1217,44.0,518.61,0.096,48665,46526,35084,19244,2139,20045,821,1201,1921,2084,2229,3785,2790,3357,1085,772,60736,76161,31330,52479,42377,4.370629370629368,1.1662758690998063,60.03466204506066,94.57010084649349,1,3943,4313,14831,4442,8256,6575,838,2403,24991,19909,4145,39610,9435,19474,16892,11462,0.018901009277194413,0.9510041798348455,0.005953715975124885,0.0016719339382200021,0.007054745641757569,0.0,0.0005709042715873177,0.014843511061270262,0.4947293302069528,0.5052706697930472,0.05264552961565909,0.05692731165256397,0.06406361504740544,0.060515852788255685,0.057538994800693244,0.10537261698440208,0.11248853094097258,0.1409114078907126,0.09101845244163523,0.06614333775104496,0.1078601284534611,0.05970027525741666,0.024813946375777347,0.9560464399465736,0.04395356005342649,0.04095784484908955,0.05991519082065353,0.0958343726615116,0.10396607632826141,0.11119980044898978,0.1888251434272886,0.13918682963332502,0.16747318533300073,0.05412821152407084,0.03851334497380893,0.1967074083312547,0.21516587677725119,0.7398852581691194,0.2216013968570716,0.41187328510850585,0.32801197306061364,0.01708634927107758,0.04899582016515445,0.5095524518299521,0.40593332653685393,0.08451422163319401,0.8076256499133448,0.1923743500866551,0.3970639208889795,0.3444183912733204,0.23370374146192271
"Tompkins County, New York",603.0,0.0,0.0,403145,102962,5156,79657,3808,150,10332,31,365,3463,102962,50823,52139,4254,4152,4219,12860,17695,13114,10452,10747,5836,6072,8205,3344,2012,30.9,474.64099999999996,0.065,102106,98366,81353,29214,3740,39326,3934,1926,3144,3853,4216,7038,4836,5307,2306,2766,58743,80256,31464,54171,47970,0.0,0.5856529593442241,391.5473669897632,216.92605569261818,1,9004,8069,28947,7613,17073,11874,4009,23305,66746,30860,5356,89401,13561,56294,27035,17621,0.05007672733629883,0.7736543579184554,0.036984518560245525,0.0014568481575726968,0.10034770109360736,0.000301081952565024,0.0035449971834268955,0.033633767797828326,0.4936092927487811,0.5063907072512189,0.04131621374876168,0.04032555700161224,0.04097628251199471,0.12490044870923253,0.1718595209883258,0.12736737825605562,0.10151317961966551,0.10437831432955848,0.05668110565062839,0.058973213418542766,0.07968959421922651,0.03247800159282065,0.019541189953575105,0.9633713983507336,0.03662860164926645,0.10003559985760056,0.04897523267049789,0.07994710878299344,0.09797589381071047,0.10720642831714387,0.17896556985200632,0.12297207954025327,0.13494888877587347,0.05863805116208107,0.07033514723083965,0.2289579413110919,0.20518232212785434,0.7360779128312058,0.19358693993795453,0.43414026343894624,0.3019376493922596,0.03893669509139294,0.22634564208154465,0.6482585808356481,0.29972222761795614,0.052019191546395754,0.8682912142343777,0.13170878576562225,0.5467454012159826,0.26257259959985235,0.1711408092305899
"Ulster County, New York",2471.0,84.0,0.0339943342776204,115675,179303,17976,142515,9614,130,3389,131,490,5058,179303,88774,90529,7950,8819,9595,11075,11932,21959,20768,26409,14550,12911,19683,9557,4095,43.7,1124.236,0.079,175004,164765,122163,68267,10239,69539,3459,3748,6384,6343,8142,12492,8659,11088,4826,4398,63348,84423,33879,54182,44973,3.3994334277620397,1.3781141419831235,64.5137002727227,159.48875503008261,1,13591,14485,49227,15914,28076,21151,5809,36788,92098,73553,13652,145968,33335,71330,61727,42151,0.10025487582472128,0.7948277496751309,0.0536187347674049,0.000725029698331874,0.018900966520359393,0.0007306068498575038,0.002732804247558602,0.02820923241663553,0.49510604953625986,0.5048939504637402,0.04433835462875691,0.049184899304529205,0.05351276888841793,0.061766953146350036,0.06654657200381477,0.12246867035130478,0.11582628288427968,0.14728699464035738,0.08114755469791358,0.07200660334740634,0.10977507347897135,0.053300837130444,0.02283843549745403,0.941492765879637,0.05850723412036296,0.04974187146780943,0.0538978127381757,0.09180459885819468,0.09121500165374825,0.11708537655128777,0.17964020190109148,0.12452005349516099,0.15945009275370656,0.06939990508923051,0.06324508549159465,0.19544428306417982,0.20830037820503602,0.7079049166654683,0.22884999784293705,0.4037446612692158,0.30416025539625247,0.03239767321238351,0.20517225032486908,0.5136445012074533,0.41021622616464865,0.07613927262789803,0.8140856538931306,0.18591434610686938,0.3978182183231736,0.34426083222255066,0.2350825139568217
"Warren County, New York",450.0,30.0,0.06666666666666668,37703,64480,1589,60623,816,166,671,32,24,559,64480,31698,32782,2836,3343,3424,3534,3553,7430,6963,9562,5117,5225,7908,3750,1835,46.4,867.245,0.075,63886,60663,46887,25852,3223,27553,1241,1298,2584,2641,3707,5239,3809,4527,1369,1138,59813,77328,33605,51303,42475,6.666666666666668,0.6978908188585607,58.47239454094293,74.35038541588594,1,5123,6348,20519,5896,11471,9048,781,3857,31083,27812,5585,50987,13493,24120,21642,16883,0.024643300248138957,0.9401830024813895,0.012655086848635236,0.002574441687344913,0.010406327543424318,0.0004962779156327543,0.00037220843672456576,0.008669354838709677,0.4915942928039702,0.5084057071960297,0.043982630272952856,0.051845533498759304,0.05310173697270471,0.05480769230769231,0.05510235732009926,0.11522952853598015,0.10798697270471463,0.14829404466501242,0.07935794044665012,0.08103287841191067,0.12264267990074441,0.0581575682382134,0.028458436724565758,0.9495507622953385,0.05044923770466143,0.045040467462708234,0.047109207708779445,0.0937828911552281,0.09585163140129932,0.13454070337168367,0.19014263419591332,0.1382426596014953,0.16430152796428701,0.04968605959423656,0.04130221754436903,0.1859325663267158,0.230392334772983,0.7447101948971074,0.21398758755852357,0.4163249010996988,0.3283852937974086,0.012112282878411911,0.05981699751861042,0.4820564516129032,0.4313275434243176,0.08661600496277916,0.7907413151364764,0.2092586848635236,0.3740694789081886,0.33563895781637715,0.2618331265508685
"Washington County, New York",332.0,14.0,0.04216867469879519,33683,61828,1642,57178,1706,180,347,0,48,727,61828,32002,29826,2935,3561,3233,3496,3764,7291,7476,9338,5001,4445,6562,3524,1202,44.0,831.1669999999997,0.11699999999999999,58820,55035,39673,25368,3785,24009,1161,1404,2482,2329,3691,4745,3372,3143,1087,595,54114,67967,27156,48394,38977,4.216867469879518,0.5369735394966682,54.47855340622372,74.38697638380738,1,5047,6020,19184,4230,11067,8117,955,4650,31756,25346,4726,50540,11288,24280,21815,14531,0.02655754674257618,0.9247913566668823,0.027592676457268553,0.002911302322572297,0.005612343921847706,0.0,0.0007763472860192793,0.011758426602833667,0.5175972051497704,0.4824027948502297,0.04747040175972052,0.05759526428155528,0.05229022449375687,0.05654396066507084,0.06087856634534515,0.11792391796597011,0.12091608979750275,0.15103189493433397,0.08088568286213366,0.07189299346574368,0.1061331435595523,0.05699682991524876,0.01944102995406612,0.9356511390683441,0.0643488609316559,0.0483568661751843,0.058478070723478694,0.10337789995418385,0.09700528968303553,0.15373401641051274,0.19763422050064558,0.1404473322504061,0.13090924236744553,0.04527468865841976,0.02478237327668791,0.21021283685284686,0.2507393060935483,0.7990336956974468,0.1761839310258653,0.4609521429463951,0.3380815527510517,0.015446076211425245,0.07520864333311768,0.5136184253089215,0.4099437148217636,0.07643785986931487,0.8174289965711328,0.18257100342886717,0.39270233551141875,0.3528336675939704,0.23502296694054473
"Wayne County, New York",448.0,3.0,0.006696428571428571,55940,90856,3878,81906,2594,117,594,78,44,1645,90856,44971,45885,4982,5304,5851,5575,5316,9861,10149,13716,7382,6617,9616,4475,2012,43.6,603.8290000000002,0.11,89965,85442,64583,34488,4523,36504,1638,1825,3140,4105,5302,7732,5085,5085,1589,1003,55765,70895,29028,49336,37298,0.6696428571428571,0.4930879633706084,61.56995685480321,150.46644000205353,1,6603,9407,28827,6674,16010,12817,1884,8950,47038,37331,6487,74753,16103,36889,31247,20708,0.042682926829268296,0.9014924716034164,0.028550673593378532,0.0012877520471955622,0.006537818085762085,0.0008585013647970414,0.00048428282116756184,0.01810557365501453,0.49497006251650966,0.5050299374834903,0.05483402306947257,0.05837809280619882,0.06439860878753192,0.06136083472748085,0.058510169939244516,0.1085343840803029,0.11170423527339966,0.1509641630712336,0.0812494496786123,0.07282953244694902,0.10583780928061988,0.049253764198291805,0.022144932640662147,0.9497248930139499,0.05027510698605013,0.04487179487179487,0.049994521148367305,0.08601797063335524,0.11245342976112208,0.14524435678281833,0.21181240412009641,0.1392998027613412,0.1392998027613412,0.043529476221783915,0.0274764409379794,0.1808842866535174,0.2576977865439404,0.7896942800788954,0.18282927898312515,0.4385820731974578,0.3511122068814376,0.020736109888174693,0.09850752839658361,0.5177203486836313,0.4108809544774148,0.07139869683895395,0.8227634938804261,0.17723650611957384,0.4060161134102316,0.3439178480232456,0.2279211059258607
"Westchester County, New York",40131.0,1471.0,0.03665495502230196,815163,968815,235243,523474,130640,1464,56806,182,4203,16803,968815,468898,499917,54910,58160,64049,65700,60038,110298,123911,143584,69516,59747,84519,48318,26065,40.8,430.56800000000004,0.067,956399,891687,713132,294884,64712,347332,16308,11298,23046,22133,29162,45739,34986,57254,34655,72751,92758,148770,54572,77599,61498,3.665495502230196,4.142276905291515,84.14021252767556,2250.085933000131,3,50652,51295,182672,91909,101947,80725,22652,445341,537066,357366,74383,809913,158902,413155,337011,192584,0.24281519175487581,0.5403240040668239,0.13484514587408328,0.0015111244148779694,0.05863451742592755,0.00018785836305176942,0.004338289559926302,0.017343868540433415,0.4839912676826845,0.5160087323173155,0.05667748744600362,0.06003210107192808,0.06611066096210319,0.0678148046840728,0.06197055165330842,0.11384836114222013,0.1278995473852077,0.1482057978045344,0.07175363717531211,0.06167018471018719,0.08723956586138737,0.049873298823820855,0.026904001279914123,0.9323378631721698,0.06766213682783022,0.04695219559384105,0.03252795596144323,0.06635150230902997,0.06372289337003213,0.08396001520159387,0.13168668593737404,0.10072783388803795,0.16483940437391315,0.09977485518178572,0.20945665818294887,0.14583165386431426,0.147682908571626,0.5259290822613523,0.2646142595556989,0.29351456243594026,0.232414519825412,0.023381140878289457,0.4596759959331761,0.5543535143448439,0.36886918555142106,0.07677730010373497,0.8359831340348777,0.16401686596512233,0.4264539669596363,0.3478589823650542,0.1987830493953954
"Wyoming County, New York",182.0,5.0,0.027472527472527472,24545,40565,1320,36471,1710,219,155,0,0,690,40565,21734,18831,2071,2176,2336,2320,2518,5519,4764,6132,3059,2916,4077,1938,739,41.9,592.75,0.1,37721,36145,27655,14615,1576,15815,726,747,1609,1457,2186,3451,2574,2258,530,277,57914,68774,27150,49035,38338,2.7472527472527477,0.448662640207075,60.50782694441021,68.43525938422607,1,3082,3643,12750,2788,6725,6025,909,4094,21704,16184,2677,33811,6754,16940,13955,8931,0.03254036731172193,0.8990755577468261,0.04215456674473068,0.005398742758535684,0.0038210279797855295,0.0,0.0,0.0170097374584001,0.5357820781461852,0.4642179218538149,0.05105386416861827,0.05364230247750524,0.05758658942438062,0.05719216072969308,0.062073215826451374,0.1360532478737828,0.1174411438432146,0.15116479723899914,0.07540983606557378,0.07188462960680389,0.10050536176506841,0.047775175644028105,0.018217675335880687,0.9582195593966226,0.041780440603377426,0.0459057856465381,0.04723363895036358,0.10173885551691432,0.09212772684160607,0.13822320581726208,0.2182105595953209,0.16275687638318054,0.1427758457160923,0.03351248814416693,0.017515017388555168,0.194878280113816,0.23035093265886816,0.8061966487511856,0.17628833386025924,0.42522921277268416,0.3809674359785014,0.022408480216935783,0.10092444225317392,0.535042524343646,0.3989646246764452,0.06599285097990878,0.8335017872550228,0.1664982127449772,0.4176013805004314,0.3440157771477875,0.22016516701590041
"Yates County, New York",112.0,6.0,0.05357142857142857,12413,25009,549,23686,207,16,189,7,55,300,25009,11999,13010,1511,1479,1650,1831,1941,2590,2376,2993,1902,1861,2825,1512,538,41.3,338.14300000000014,0.113,24671,20029,14522,9081,4642,9029,495,421,1056,981,1307,1547,1214,1236,472,300,54343,72404,27512,44844,35713,5.357142857142857,0.4478387780399056,49.63413171258347,73.95983356154049,1,1972,2288,7021,1708,4260,2761,378,1323,13378,9581,2050,20134,4875,11002,7271,6198,0.0219520972449918,0.9470990443440361,0.008277020272701828,0.0006397696829141509,0.007557279379423408,0.00027989923627494103,0.0021992082850173936,0.01199568155464033,0.479787276580431,0.5202127234195689,0.06041824943020513,0.05913871006437683,0.06597624855052181,0.07321364308848814,0.07761205965852293,0.10356271742172818,0.0950057979127514,0.11967691631012835,0.07605262105641969,0.07441321124395217,0.11295933463952977,0.06045823503538726,0.021512255587988326,0.8118438652669125,0.18815613473308743,0.054823346993022486,0.046627533503156494,0.11695647358511463,0.10864990585889911,0.14475578690884927,0.17133680363273895,0.134455642928342,0.1368922361280319,0.052275999556983054,0.03322627090486211,0.2184073540812936,0.2534056927677484,0.777605493410123,0.18916823568501495,0.47181304684904196,0.30579244656108096,0.015114558758846815,0.05290095565596385,0.5349274261265944,0.38310208325003,0.08197049062337558,0.8050701747370946,0.19492982526290537,0.439921628213843,0.29073533527929946,0.2478307809188692
